,ts,target
4526,"[ 6.82284768e-20  6.76983874e-20  6.77410401e-20 ... -2.89195535e-20
 -3.07478395e-20 -3.23278767e-20]",0
4527,"[-5.81054139e-22 -6.35553550e-22 -6.10421055e-22 ...  6.47291452e-22
  6.05539915e-22  6.21992404e-22]",0
4528,"[-3.38768317e-21 -3.42759604e-21 -3.38929183e-21 ...  3.33258238e-21
  3.53446630e-21  3.24163705e-21]",0
4529,"[ 8.15890924e-21  8.59644496e-21  8.54292323e-21 ... -8.22277762e-21
 -8.87054315e-21 -8.25992286e-21]",0
4530,"[4.05621899e-22 4.46228012e-22 4.08694672e-22 ... 4.39356329e-22
 4.15118090e-22 4.20109791e-22]",0
4531,"[ 8.89269331e-21  8.95837526e-21  9.01843250e-21 ... -9.88767071e-22
 -1.29698386e-21 -1.55397470e-21]",0
4532,"[2.18586800e-23 1.09925290e-22 2.47524344e-22 ... 1.31005508e-22
 1.77958808e-22 1.41268164e-22]",0
4533,"[-8.86737420e-20 -8.41609354e-20 -8.68944788e-20 ...  8.56080983e-20
  8.61441909e-20  8.52737352e-20]",0
4534,"[7.22581040e-22 7.15078823e-22 7.05647607e-22 ... 4.12644432e-22
 4.37668218e-22 4.66910125e-22]",0
4535,"[-2.07402750e-23 -1.24066149e-23  1.91150774e-23 ...  3.65966122e-21
  3.73563001e-21  3.80464083e-21]",0
4536,"[ 7.97305556e-25 -1.78577137e-26  2.74514393e-24 ... -1.12211759e-25
  2.86219476e-24 -3.41728088e-24]",0
4537,"[-1.66379005e-25  4.98740079e-23  9.08267973e-23 ... -3.99427662e-24
 -3.67158339e-24 -5.29881862e-24]",0
4538,"[9.94090338e-21 8.67802209e-21 9.09043426e-21 ... 8.66205801e-21
 9.53060831e-21 8.49737157e-21]",0
4539,"[ 8.01899084e-21  8.23386369e-21  8.33122759e-21 ... -6.63250586e-21
 -4.08490189e-21 -2.74831827e-21]",0
4540,"[ 1.33953262e-22 -6.24723538e-23 -5.02146209e-23 ... -1.43977399e-22
 -9.34093616e-23  2.95839359e-25]",0
4541,"[ 9.53315011e-22  8.45326075e-22  8.96608251e-22 ... -9.73625851e-22
 -8.57304598e-22 -9.94834170e-22]",0
4542,"[-8.30096892e-24  1.46492344e-22  2.71487915e-22 ... -2.53091425e-23
 -1.45869705e-23 -2.17973240e-23]",0
4543,"[-3.98642028e-21 -4.14290856e-21 -4.16601249e-21 ...  3.78191523e-21
  4.18340489e-21  4.08312759e-21]",0
4544,"[ 9.85327332e-22  9.65598600e-22  9.78633075e-22 ...  4.31546908e-22
  1.20685095e-22 -1.74537214e-22]",0
4545,"[-1.08132642e-22 -1.02923754e-22 -1.05594919e-22 ...  1.26766482e-24
 -4.96266304e-25 -9.39553697e-25]",0
4546,"[-4.88329030e-21 -4.43766094e-21 -4.72893325e-21 ...  4.66155790e-21
  4.53958080e-21  4.91748162e-21]",0
4547,"[-7.02515856e-20 -6.92673188e-20 -7.19003112e-20 ...  6.98474166e-20
  6.73651670e-20  7.10886199e-20]",0
4548,"[-3.33916217e-22 -3.30604557e-22 -3.30607581e-22 ...  3.17561435e-22
  3.35866287e-22  3.20308300e-22]",0
4549,"[-9.26030978e-21 -9.25655784e-21 -9.36908435e-21 ... -1.20948126e-22
 -2.06792809e-22 -3.34416269e-23]",0
4550,"[ 1.42246087e-23  2.31771463e-23 -6.28918159e-25 ... -3.36719054e-21
 -3.38483995e-21 -3.37033982e-21]",0
4551,"[-1.73378421e-23  3.04587432e-22  6.26110579e-22 ...  2.85536288e-23
  1.73811797e-23  6.23659772e-23]",0
4552,"[-6.10132367e-22 -5.85093432e-22 -5.96731188e-22 ...  5.96915083e-22
  6.18106171e-22  5.64106537e-22]",0
4553,"[-8.51150796e-21 -8.10481301e-21 -7.98416780e-21 ... -6.48083330e-22
 -2.88747822e-22  4.41921773e-22]",0
4554,"[4.23438984e-20 4.32595178e-20 4.08751044e-20 ... 4.11064675e-20
 4.01419281e-20 4.07648956e-20]",0
4555,"[-2.61543740e-26  3.65591631e-25 -6.13467808e-25 ... -4.53828953e-23
 -3.40484441e-23 -2.91315854e-23]",0
4556,"[-1.61497504e-26  2.09754950e-26 -2.43420833e-25 ...  3.97795008e-25
  2.10854624e-25 -1.62773858e-25]",0
4557,"[1.83299279e-21 1.85284085e-21 1.83374950e-21 ... 1.88382514e-21
 1.81861738e-21 1.84929321e-21]",0
4558,"[-1.17111595e-26  4.90902799e-24  9.62890300e-24 ...  2.82880131e-24
  3.05759766e-24  2.93365586e-24]",0
4559,"[-4.76452278e-25 -1.89495248e-25  6.44639497e-27 ...  1.65832690e-25
 -2.58189155e-25 -5.88963243e-25]",0
4560,"[-3.60206817e-23  3.24530280e-22  7.43222752e-22 ...  1.12474151e-22
  1.18347911e-22  1.12801130e-22]",0
4561,"[ 1.04184038e-22  8.58362346e-23 -2.11732363e-22 ... -4.99844590e-22
 -2.43584299e-21 -5.14871233e-21]",0
4562,"[1.11404773e-22 1.11043659e-22 1.09868347e-22 ... 3.17736681e-23
 3.34491771e-23 2.92791265e-23]",0
4563,"[1.51848659e-21 1.52862774e-21 1.51812064e-21 ... 9.61576354e-22
 9.51024647e-22 9.47997630e-22]",0
4564,"[7.36423976e-21 7.41694724e-21 7.35788454e-21 ... 7.47525779e-21
 7.50920368e-21 7.41316713e-21]",0
4565,"[-2.58990072e-21 -2.40526694e-21 -2.51335225e-21 ... -1.49902682e-22
 -2.65456236e-23  1.77396003e-23]",0
4566,"[6.38787704e-24 1.35428618e-22 2.51677737e-22 ... 9.23356701e-24
 1.06389557e-24 3.50091185e-24]",0
4567,"[ 2.25258500e-22  2.17889266e-22  2.18310544e-22 ... -2.07032941e-22
 -2.15463468e-22 -2.16123792e-22]",0
4568,"[1.06486912e-23 3.02545037e-22 6.22550008e-22 ... 7.48012251e-23
 4.55132919e-23 6.63233615e-23]",0
4569,"[3.92716709e-22 3.93054432e-22 3.92695389e-22 ... 3.90352958e-22
 3.91507476e-22 3.91893488e-22]",0
4570,"[-5.62786803e-21 -5.36280929e-21 -5.63582330e-21 ... -7.20658882e-23
 -4.08267540e-23  8.19524842e-23]",0
4571,"[ 4.51631673e-21  4.65507226e-21  4.56448358e-21 ... -4.48633277e-21
 -4.49867360e-21 -4.40677298e-21]",0
4572,"[ 4.32738712e-25 -1.66481912e-24  9.35773013e-25 ...  2.71556780e-24
 -3.89335404e-25  2.59748558e-24]",0
4573,"[8.53083350e-21 8.60223718e-21 8.63205045e-21 ... 6.17781654e-21
 6.25877679e-21 6.38315795e-21]",0
4574,"[ 1.48346967e-21  1.45809543e-21  1.41831763e-21 ... -9.02041773e-22
 -8.97634261e-22 -6.53982897e-22]",0
4575,"[ 9.28941671e-20  9.50688898e-20  9.30811793e-20 ... -6.88771386e-20
 -6.92753374e-20 -6.58267647e-20]",0
4576,"[-3.86855163e-26 -8.28864695e-26  8.01544008e-26 ...  5.31387194e-26
 -1.07080141e-25 -1.87995880e-26]",0
4577,"[8.44141358e-22 8.42116803e-22 8.40844347e-22 ... 7.99292192e-22
 7.83825286e-22 7.68409615e-22]",0
4578,"[ 5.10128005e-25 -2.64631892e-24  2.55594727e-24 ...  6.55286935e-22
  6.47071190e-22  6.36528500e-22]",0
4579,"[ 6.83478760e-21  7.11292051e-21  7.15234272e-21 ... -6.90445910e-21
 -6.73695255e-21 -7.26171484e-21]",0
4580,"[-7.17656448e-21 -7.10044847e-21 -7.27235243e-21 ... -1.63818159e-22
 -6.05448066e-23 -6.04479656e-23]",0
4581,"[-5.80486491e-21 -5.29290892e-21 -5.40546769e-21 ...  2.37786648e-23
  5.87509579e-24 -4.04768149e-23]",0
4582,"[-1.86074847e-22 -9.53789376e-23  1.59544509e-22 ... -3.40480786e-22
  2.03798450e-22 -3.26686557e-22]",0
4583,"[4.95186800e-22 5.03025405e-22 5.13865402e-22 ... 4.17356670e-22
 3.98809748e-22 3.84393381e-22]",0
4584,"[-6.93148358e-23  3.59359146e-22  6.44773608e-22 ...  2.65453909e-22
  2.99489179e-22  2.33015346e-22]",0
4585,"[ 2.56713295e-23 -1.20422559e-23  5.52145104e-24 ...  4.91418607e-21
  5.00609306e-21  5.03219572e-21]",0
4586,"[-2.65936125e-25 -4.09068801e-24 -5.25749956e-25 ... -5.42699629e-24
  8.28865228e-24  6.66484274e-24]",0
4587,"[ 1.35680955e-24 -1.61016513e-24  1.18614700e-25 ... -5.78657767e-22
 -5.76233028e-22 -5.67552431e-22]",0
4588,"[ 1.22372533e-21  1.09252483e-21  1.29668282e-21 ... -1.12831434e-21
 -1.26642190e-21 -1.11539406e-21]",0
4589,"[-3.38652821e-23  1.00255448e-22 -5.68830895e-23 ... -7.49083635e-21
 -7.35630449e-21 -6.84855214e-21]",0
4590,"[7.26513041e-22 7.18054647e-22 7.30832365e-22 ... 7.11876394e-22
 7.17785614e-22 7.52962334e-22]",0
4591,"[ 2.03634014e-23  2.70481299e-22  5.48085494e-22 ... -4.29711058e-23
 -5.38536258e-23 -5.32198252e-23]",0
4592,"[-2.62244946e-23  2.57283826e-22  4.62070511e-22 ...  7.54696181e-23
  6.99618542e-23  5.58517665e-23]",0
4593,"[ 3.30926819e-24  6.12592301e-24 -4.96336013e-24 ...  1.80007698e-23
 -4.37171900e-24  7.27393708e-24]",0
4594,"[-3.36464644e-21 -3.33886462e-21 -3.39633457e-21 ... -1.40366868e-23
 -2.17488230e-23  2.66727667e-23]",0
4595,"[ 9.33853676e-21  9.25460372e-21  1.00648738e-20 ... -9.92719295e-21
 -9.74342807e-21 -9.92870058e-21]",0
4596,"[1.01859198e-19 9.56934931e-20 9.07614394e-20 ... 9.64633459e-20
 9.72134732e-20 9.78595235e-20]",0
4597,"[ 4.30004184e-26 -1.34975751e-24  8.23257995e-25 ... -1.88715476e-22
 -1.84403219e-22 -1.84040634e-22]",0
4598,"[1.73580422e-21 1.77864144e-21 1.75355207e-21 ... 1.65205374e-21
 1.68843785e-21 1.68612916e-21]",0
4599,"[-7.32152757e-25  3.40389666e-24  7.40619878e-26 ... -7.84463082e-25
 -8.11993165e-25 -6.94105717e-24]",0
4600,"[ 1.01031345e-20  1.02822924e-20  1.04575704e-20 ... -1.07054879e-20
 -9.59912065e-21 -1.01536165e-20]",0
4601,"[-1.96610234e-24 -6.27979408e-24  6.67835245e-24 ... -4.64058748e-24
  6.40940472e-24 -5.89510082e-24]",0
4602,"[ 3.99385174e-25  4.15217576e-23  8.03101709e-23 ... -2.01117655e-23
 -1.59693667e-23 -1.84633562e-23]",0
4603,"[ 5.95614489e-20  5.98217382e-20  5.93761065e-20 ... -5.07390453e-20
 -5.17069657e-20 -5.28358025e-20]",0
4604,"[-4.80751125e-24  6.30190838e-24 -8.77835076e-24 ... -3.33350478e-22
 -3.30727873e-22 -3.18529570e-22]",0
4605,"[-3.64590909e-21 -4.20666513e-21 -3.89573843e-21 ...  7.26762593e-23
 -2.68799805e-22  8.13282058e-23]",0
4606,"[1.77983986e-24 1.41922222e-22 2.90809074e-22 ... 2.36630407e-23
 3.15418636e-23 2.22231384e-23]",0
4607,"[-3.05586172e-21 -3.09057398e-21 -3.01726777e-21 ...  6.90890693e-24
  8.18911505e-24  1.08145680e-22]",0
4608,"[ 8.73302757e-21  8.64258487e-21  8.75590566e-21 ... -1.17118673e-21
 -1.30632477e-21 -1.30529339e-21]",0
4609,"[3.73022476e-25 1.00624482e-23 2.07304966e-23 ... 1.02547339e-23
 9.93064111e-24 9.72197729e-24]",0
4610,"[ 1.11756373e-20  1.14920395e-20  1.11745696e-20 ... -1.12258311e-20
 -1.14942104e-20 -1.13533354e-20]",0
4611,"[-3.73639952e-22 -3.78612388e-22 -3.65477262e-22 ...  3.48914673e-22
  3.68032520e-22  3.60268509e-22]",0
4612,"[ 6.28686147e-23 -2.21619215e-23  8.33879972e-23 ...  4.16806953e-24
 -5.27769963e-24  2.52779755e-24]",0
4613,"[7.66247966e-21 7.68310129e-21 7.57932755e-21 ... 8.00114981e-21
 7.50847013e-21 7.84710669e-21]",0
4614,"[ 5.47695006e-22  5.54695858e-22  5.61642198e-22 ... -5.57062482e-22
 -5.52710083e-22 -5.54882992e-22]",0
4615,"[ 4.21108634e-22  4.24790224e-22  4.21760580e-22 ... -2.25513253e-22
 -2.24066029e-22 -2.23311274e-22]",0
4616,"[-4.02140528e-21 -3.81792869e-21 -3.87252715e-21 ... -2.27328011e-22
  4.10571404e-23 -1.43921917e-22]",0
4617,"[3.37000473e-20 3.31697500e-20 3.27158491e-20 ... 9.14080114e-21
 8.64655628e-21 6.57544221e-21]",0
4618,"[-2.67133408e-24 -4.39879534e-24  4.91384226e-24 ... -5.26834934e-22
 -5.22030104e-22 -5.18010905e-22]",0
4619,"[ 3.75401528e-24 -2.12151702e-24  2.25896014e-24 ...  1.30691867e-24
 -9.42555910e-25 -1.27938932e-24]",0
4620,"[ 1.77645917e-24 -4.57364052e-24  3.95462520e-24 ... -1.10684742e-21
 -1.03276145e-21 -9.20455429e-22]",0
4621,"[-9.38882825e-24  1.79946520e-22  3.25721107e-22 ...  3.27121373e-23
  3.48743569e-23  2.84606726e-23]",0
4622,"[ 3.99233867e-21  3.67863560e-21  4.05899446e-21 ... -3.79834482e-21
 -3.82173539e-21 -3.66851897e-21]",0
4623,"[5.65696299e-21 5.70147324e-21 5.58522021e-21 ... 4.98784010e-21
 4.71004084e-21 4.82478436e-21]",0
4624,"[-2.88870008e-22 -3.68679388e-22  9.83026589e-23 ... -6.64374315e-20
 -6.74759972e-20 -6.82303872e-20]",0
4625,"[-8.36454189e-22 -8.09305001e-22 -8.11275353e-22 ... -3.28027325e-23
  2.17100155e-24  1.53867904e-24]",0
4626,"[-5.50821945e-25 -1.74476818e-24 -6.91137382e-25 ... -1.61164586e-25
  1.36628499e-24 -3.06306078e-25]",0
4627,"[ 2.35741654e-25 -3.57648294e-24  3.16284799e-24 ... -1.51773147e-23
  8.47387880e-24  1.64950055e-23]",0
4628,"[ 1.82548704e-23  1.23327238e-23 -4.63851389e-23 ...  1.54092766e-23
  2.83248022e-24  3.44971279e-23]",0
4629,"[-3.06607448e-23  5.80201121e-24 -1.06863200e-23 ... -1.34673571e-21
 -1.33901115e-21 -1.32356024e-21]",0
4630,"[ 1.67627963e-21  1.59237964e-21  1.63639176e-21 ... -1.63291240e-21
 -1.61982864e-21 -1.62809605e-21]",0
4631,"[ 8.27617045e-20  8.05150984e-20  8.27281966e-20 ... -8.83720925e-20
 -8.42446043e-20 -8.77792280e-20]",0
4632,"[9.84318146e-22 9.69090723e-22 1.03533857e-21 ... 9.63718547e-22
 9.46970383e-22 9.92303236e-22]",0
4633,"[ 3.37521941e-23 -1.42810848e-23  2.89040481e-23 ...  9.27963062e-22
  8.61442459e-22  8.73167502e-22]",0
4634,"[-2.12395607e-23 -2.07853103e-24  2.42399716e-23 ... -3.51751973e-24
 -4.67446593e-24 -2.76162366e-24]",0
4635,"[ 1.40443671e-24 -7.95575456e-24  1.13565899e-24 ...  4.01607977e-21
  3.96932309e-21  3.94387445e-21]",0
4636,"[3.92716011e-21 3.80523530e-21 3.83976769e-21 ... 3.80033917e-21
 3.84839072e-21 3.76131745e-21]",0
4637,"[-7.14024946e-21 -7.19696743e-21 -7.19122539e-21 ...  7.24492273e-21
  7.04978543e-21  7.28180464e-21]",0
4638,"[-9.06108068e-20 -8.90757150e-20 -8.96604017e-20 ... -4.08076473e-21
  5.99038868e-22 -5.45411839e-21]",0
4639,"[ 2.08574938e-23  2.10031951e-23  2.11341864e-23 ... -3.10076857e-24
 -4.05963500e-24 -5.24294481e-24]",0
4640,"[-5.44541171e-24  3.29847775e-22  6.42805882e-22 ...  4.97924999e-23
  7.96065188e-23  2.22465170e-23]",0
4641,"[-8.42213762e-22 -8.63480497e-22 -8.44196246e-22 ...  1.39948703e-24
 -1.89954431e-23  2.45381368e-23]",0
4642,"[-5.48622124e-25  3.59244813e-23  6.68975219e-23 ...  4.46061772e-24
  3.10716267e-24  3.63516546e-24]",0
4643,"[-4.72968955e-21 -4.61547520e-21 -4.61449294e-21 ...  4.64242013e-21
  4.76033638e-21  4.65520537e-21]",0
4644,"[3.57278530e-21 3.57936422e-21 3.57863350e-21 ... 2.78497626e-21
 2.82129863e-21 2.85214707e-21]",0
4645,"[ 5.20579611e-24 -3.61979409e-24 -4.32447128e-24 ...  2.47580058e-24
  2.01405284e-24 -5.71557798e-24]",0
4646,"[-1.37896488e-25 -2.64108522e-25 -1.04276784e-23 ...  3.15356139e-22
  3.15257610e-22  3.31149872e-22]",0
4647,"[-6.68152430e-21 -6.68931643e-21 -6.70188039e-21 ... -1.26216839e-23
  1.16150162e-23 -3.64859213e-23]",0
4648,"[ 3.85219221e-23 -5.31870754e-23  1.32720185e-23 ...  8.45590047e-21
  8.52418768e-21  8.56517812e-21]",0
4649,"[-4.28006810e-23 -5.56990227e-23  3.16352536e-23 ...  4.48724773e-23
 -8.25191576e-23  7.10475352e-23]",0
4650,"[ 1.37198068e-23 -1.65782568e-24 -3.45717384e-24 ... -1.33333712e-21
 -1.50174856e-21 -1.65395350e-21]",0
4651,"[-1.03241074e-23  4.88521459e-23  9.15928701e-23 ... -9.22521475e-24
 -7.87794861e-24 -1.25666737e-23]",0
4652,"[-7.66670555e-20 -7.69380655e-20 -7.73186598e-20 ...  7.62042477e-20
  7.71494804e-20  7.59903761e-20]",0
4653,"[5.99157353e-26 5.43826024e-25 1.35545340e-24 ... 6.05371833e-22
 6.11675801e-22 6.13426075e-22]",0
4654,"[-8.91387464e-26 -6.93320261e-27  6.35234590e-25 ... -2.51752373e-25
  7.41408735e-27 -5.84122391e-25]",0
4655,"[ 2.68562842e-24 -1.01937437e-24 -1.17324804e-23 ... -5.35354590e-22
 -5.27823204e-22 -4.96189983e-22]",0
4656,"[-7.55050399e-23 -8.46912883e-23 -1.00551693e-23 ...  5.22837791e-21
  5.13140274e-21  5.01707147e-21]",0
4657,"[ 1.92020573e-23 -5.89641279e-25 -1.14391391e-23 ... -5.42744891e-21
 -5.50293310e-21 -5.48468109e-21]",0
4658,"[-8.61440257e-24  2.31744738e-23 -1.62404674e-23 ...  2.72848505e-22
  4.69376552e-22  6.29643243e-22]",0
4659,"[ 2.06604753e-22 -2.46104772e-22  3.55301583e-22 ... -1.02450775e-22
 -2.78520042e-23  8.77573982e-23]",0
4660,"[2.35096440e-22 2.28238257e-22 2.32431167e-22 ... 2.26616332e-22
 2.38005051e-22 2.05386424e-22]",0
4661,"[-1.03383718e-28  3.99255171e-29  9.98944179e-29 ... -1.88049535e-30
 -9.28524403e-29  3.28006764e-29]",0
4662,"[ 9.60657007e-21  9.36860315e-21  9.31621824e-21 ... -9.39950669e-21
 -9.44786646e-21 -9.67286070e-21]",0
4663,"[ 1.39369790e-23  2.82106890e-24 -1.31239584e-23 ...  5.03629694e-21
  4.88606814e-21  4.72218516e-21]",0
4664,"[-1.37965163e-24  1.14315824e-22  2.16855308e-22 ... -9.32148517e-24
 -1.37602874e-23 -1.82169083e-23]",0
4665,"[-5.25395237e-21 -5.37476668e-21 -5.31859628e-21 ...  5.34742347e-21
  5.29312650e-21  5.46612601e-21]",0
4666,"[ 1.52594396e-23 -1.12535539e-23  1.54373425e-23 ... -5.70166034e-21
 -5.49563262e-21 -5.37500615e-21]",0
4667,"[-4.87098392e-25  8.37231524e-25  6.06619814e-26 ...  1.64158736e-22
  1.64250073e-22  1.64119932e-22]",0
4668,"[ 4.51289354e-21  4.49766262e-21  4.55718945e-21 ... -2.48986307e-21
 -2.50911335e-21 -2.56581866e-21]",0
4669,"[-6.38298855e-21 -6.33579293e-21 -6.42134172e-21 ...  6.32199908e-21
  6.35905397e-21  6.39667363e-21]",0
4670,"[ 4.31936788e-21  4.36871252e-21  4.30593718e-21 ... -4.25614578e-21
 -4.13555226e-21 -4.38474676e-21]",0
4671,"[-9.81641255e-21 -9.98406902e-21 -9.61463526e-21 ... -4.99727851e-23
 -1.20618384e-22  3.57470454e-22]",0
4672,"[-3.11876489e-24  5.25344186e-24 -4.19744050e-24 ...  1.30232155e-21
  1.32392409e-21  1.35350328e-21]",0
4673,"[ 4.57514683e-20  4.57645998e-20  4.88355658e-20 ... -4.73476799e-20
 -4.77277375e-20 -4.70388029e-20]",0
4674,"[-3.76921765e-24 -2.57668885e-25  2.93724413e-24 ...  6.13537445e-22
  5.87359451e-22  5.60386920e-22]",0
4675,"[-3.11957369e-21 -3.13166771e-21 -3.14569761e-21 ... -3.15482243e-21
 -3.14414640e-21 -3.13195553e-21]",0
4676,"[-8.96113067e-21 -8.40638470e-21 -8.70912999e-21 ... -1.12759096e-22
  1.87676369e-22 -9.52900865e-23]",0
4677,"[ 8.51424231e-21  8.51544281e-21  8.51441029e-21 ... -2.24422817e-22
 -3.98613804e-22 -7.50592035e-22]",0
4678,"[-2.93006520e-24  1.66224508e-22  3.08648610e-22 ... -2.29610246e-24
  1.59589192e-23  7.73689277e-24]",0
4679,"[6.61598153e-21 6.32935081e-21 6.47700137e-21 ... 6.42719413e-21
 7.05525420e-21 5.97324857e-21]",0
4680,"[-1.19175175e-22  1.42767858e-22  1.56466458e-22 ...  6.07859558e-23
  1.17950199e-22  9.17308144e-23]",0
4681,"[ 7.13321769e-25 -1.45660442e-24  8.42375955e-25 ...  2.39554844e-25
 -1.99242396e-24  1.75087988e-25]",0
4682,"[-3.60935923e-23  2.99230503e-23 -1.14964257e-23 ... -5.98712776e-21
 -5.90386044e-21 -5.99167720e-21]",0
4683,"[-9.51146372e-24  1.99028026e-22  3.81079716e-22 ...  2.48169388e-23
  6.52257114e-24  1.23320138e-23]",0
4684,"[-7.57138232e-21 -7.88279620e-21 -7.61556268e-21 ... -5.87794021e-22
 -1.39688414e-22  1.99607898e-22]",0
4685,"[-5.29525764e-21 -5.70786068e-21 -5.60807572e-21 ...  5.43675864e-21
  5.67960032e-21  5.51873800e-21]",0
4686,"[-1.12420006e-25  2.76036293e-24  5.37867803e-24 ... -6.11289157e-24
 -6.17442287e-24 -6.14676992e-24]",0
4687,"[-5.25930058e-20 -5.02182529e-20 -5.09684327e-20 ...  2.01913354e-22
 -1.02252705e-21 -9.34314217e-22]",0
4688,"[ 1.83940899e-24 -3.57115014e-24  5.58175037e-25 ...  5.38197721e-22
  5.35321635e-22  5.20331578e-22]",0
4689,"[-1.36316538e-21 -1.38711087e-21 -1.38135578e-21 ...  1.31928880e-21
  1.41733764e-21  1.33487393e-21]",0
4690,"[ 8.85642675e-21  9.12871294e-21  8.51205590e-21 ... -9.40814711e-21
 -8.81769499e-21 -9.45057383e-21]",0
4691,"[ 9.04086531e-21  9.18738107e-21  9.26311492e-21 ... -9.13700670e-21
 -9.29517982e-21 -9.26350339e-21]",0
4692,"[-7.09388685e-21 -7.07522081e-21 -6.95176357e-21 ...  6.95952042e-21
  7.24407116e-21  7.08142414e-21]",0
4693,"[-2.99653809e-23 -1.69527250e-23  2.77849059e-23 ...  2.86437251e-23
 -4.55961560e-23 -1.43368789e-23]",0
4694,"[ 9.18295612e-20  9.01340214e-20  9.25485638e-20 ... -9.12893731e-20
 -9.29964710e-20 -9.16824233e-20]",0
4695,"[1.01367236e-21 1.00832644e-21 9.83677704e-22 ... 9.70700799e-22
 9.95460788e-22 9.95839865e-22]",0
4696,"[ 1.19880780e-25  3.97195797e-24  8.40483337e-24 ... -1.00225192e-23
 -1.06542500e-23 -1.02435901e-23]",0
4697,"[ 2.88020367e-23 -1.79780148e-23  1.43431729e-23 ...  1.05082960e-23
  4.20577840e-24  2.61131429e-24]",0
4698,"[ 5.82954940e-21  5.49825281e-21  6.58629018e-21 ... -1.03604454e-21
 -1.14013972e-21 -1.97419337e-21]",0
4699,"[-6.40838464e-22 -6.38300235e-22 -6.33940483e-22 ...  6.13030197e-22
  6.46818311e-22  6.14980861e-22]",0
4700,"[ 4.22894487e-21  4.23643914e-21  4.19072686e-21 ... -3.78563869e-21
 -3.45031732e-21 -3.58190554e-21]",0
4701,"[ 1.10479337e-24  1.78519971e-22  3.56259209e-22 ... -2.82088123e-22
 -2.78805917e-22 -2.76829286e-22]",0
4702,"[-3.13852950e-24  1.14963390e-24 -6.49175805e-24 ...  2.66466014e-22
  2.98198368e-22  3.34295962e-22]",0
4703,"[-6.01401145e-24 -5.94166886e-24  2.64027654e-23 ... -1.30386019e-23
 -1.75688471e-23  1.20862079e-23]",0
4704,"[ 7.55592978e-23  7.18711170e-23  7.25756160e-23 ... -7.31169568e-23
 -7.67811229e-23 -7.47491967e-23]",0
4705,"[-4.17232982e-23 -1.30695326e-23 -2.87088071e-23 ...  9.76210588e-22
  6.30586954e-22  2.64629204e-22]",0
4706,"[ 5.74254787e-21  5.74997714e-21  5.72509530e-21 ... -5.75918050e-21
 -5.77707657e-21 -5.66813931e-21]",0
4707,"[ 1.52125948e-24  8.09827120e-23  1.56686637e-22 ... -2.63719401e-23
 -3.18705789e-23 -2.31537536e-23]",0
4708,"[3.59314571e-21 3.55999922e-21 3.49966156e-21 ... 3.55163020e-21
 3.54998819e-21 3.62977761e-21]",0
4709,"[-8.59958699e-26  1.93735436e-23  3.84781715e-23 ... -2.89440744e-24
 -1.30759306e-24 -1.38999850e-24]",0
4710,"[ 2.88592803e-23 -2.79427687e-23  4.49012425e-23 ... -7.18605127e-21
 -7.39556012e-21 -7.49771805e-21]",0
4711,"[5.08045825e-21 5.09299110e-21 4.91262470e-21 ... 5.08954303e-21
 5.26967710e-21 5.03715398e-21]",0
4712,"[-2.66792314e-22 -2.61904124e-22 -2.44972969e-22 ...  2.48503966e-22
  2.45524533e-22  2.56351269e-22]",0
4713,"[-2.94622493e-21 -2.87962202e-21 -2.93908474e-21 ...  2.43122320e-23
 -4.76668071e-23 -2.56732584e-23]",0
4714,"[ 3.64821152e-24  1.43240382e-24 -2.72719218e-24 ... -1.82481818e-21
 -1.81982253e-21 -1.81722743e-21]",0
4715,"[ 8.52637358e-23  1.69129545e-23  1.68030005e-22 ...  2.40307132e-23
 -2.72927074e-23  4.41484449e-23]",0
4716,"[ 8.10293587e-28 -1.32208732e-24  9.67635107e-26 ...  9.64787790e-25
 -5.75579894e-25  1.23039941e-24]",0
4717,"[ 1.20114188e-23 -3.39540125e-23  2.39914429e-23 ... -4.78348506e-21
 -4.71144330e-21 -4.79102173e-21]",0
4718,"[6.91953090e-21 7.04392410e-21 6.95393936e-21 ... 1.00773620e-21
 9.62508357e-22 1.02882096e-21]",0
4719,"[ 1.30541286e-23  1.43417581e-22  2.88755467e-22 ... -4.64658936e-23
 -4.30458592e-23 -4.74936984e-23]",0
4720,"[ 2.19773379e-23 -6.18552598e-24  5.74691154e-24 ...  3.22934189e-24
  1.13431456e-23 -1.14261527e-23]",0
4721,"[-4.58213989e-21 -4.71192080e-21 -4.56660963e-21 ... -8.65764272e-23
  2.89562295e-23 -7.49308616e-23]",0
4722,"[-1.61909079e-22  3.25997712e-22 -2.38720824e-22 ... -1.02682244e-20
 -1.12715329e-20 -1.23099056e-20]",0
4723,"[-2.71283375e-26 -6.67312295e-26 -3.60621913e-25 ...  2.34109217e-25
 -9.62839427e-26 -4.82543318e-25]",0
4724,"[7.00445965e-21 6.51741241e-21 6.78203376e-21 ... 6.69396393e-21
 6.76898798e-21 6.81156315e-21]",0
4725,"[ 1.01280706e-25  1.71813311e-23  3.18003140e-23 ... -5.66099022e-23
 -5.73831912e-23 -5.59524767e-23]",0
4726,"[ 3.38336230e-24 -5.48280815e-24  4.23920996e-25 ...  2.30528881e-24
  1.51630087e-24 -6.60764854e-24]",0
4727,"[ 1.57059745e-21  1.57647539e-21  1.56043453e-21 ... -1.16489052e-21
 -1.14040258e-21 -1.11444101e-21]",0
